"sample","k","n0","r","t_mid","t_gen","auc_l","auc_e","sigma","note"
"C58",0.0924932217861116,0.00260623132455077,0.13720676003115,25.8052006919004,5.05184424151244,2.69231094369736,2.61425,0.012388210480612,""
"C58",0.0767204760062071,4.10238856993858e-07,0.678965265243315,17.8785792132211,1.02088754173831,2.84720526381621,2.854,0.00738793895787091,""
"C58",0.0801393567868682,1.16691956596648e-05,0.506931291788864,17.4272615620297,1.36733950298069,3.01023067746118,3.008,0.00694589710276041,""
"SJ003",0.367167167875769,0.00305858337781967,0.215288592184896,22.2004344185656,3.21961871516467,12.0264506572091,11.893,0.0137488316171675,""
"SJ003",0.36213401853749,0.00274013349212442,0.228729996452218,21.3195138221165,3.030416610463,12.1819188717418,12.0505,0.0134375319602853,""
"SJ003",0.393671589681385,0.00311717708874475,0.228139906134283,21.174022420008,3.03825486871184,13.2994415775086,13.14175,0.0181965083113874,""
"Sta004",0.434498775663784,0.00886254927809645,0.131430680424382,29.4584992496051,5.27386131093452,11.1386465864488,10.93725,0.0243058338110744,""
"Sta004",0.426397906406494,0.00854861285076896,0.137255027626251,28.3366799958819,5.05006769185464,11.3810664420712,11.205,0.0231437910368049,""
"Sta004",0.657967312908964,0.00864969961659768,0.131471627954152,32.8466107782789,5.27221873910062,14.7685457882304,14.69,0.0308768904869262,""
"Sut002",0.527511185504333,0.0182284649784098,0.150725593784861,22.0932546338666,4.59873577641573,17.2548218404112,17.24775,0.010115641537776,""
"Sut002",0.552161587942184,0.0269713079005216,0.136697739213781,21.7193570395438,5.07065577343554,18.2110267615219,18.19275,0.0106860481334821,""
"Sut002",0.477524797738652,0.0149387960318406,0.157446005416029,21.8034804418544,4.40244373763819,15.7672613851096,15.7875,0.0116860115065529,""
"Sta001",0.391283661502633,0.00454131446433691,0.19800264616474,22.4468828459217,3.50069655121296,12.7136611129891,12.68625,0.0114302549954699,""
"Sta001",0.391088136063776,0.00332769132968322,0.21182502031375,22.4624501971342,3.27226301941703,12.7072401025913,12.671,0.013652003379107,""
"Sta001",0.391393034213446,0.00359015059764639,0.209396642404116,22.3609269663045,3.31021153253373,12.75558188264,12.70125,0.0138679927463303,""
"Sta005",0.406704485373666,0.00244810225152147,0.227376461994274,22.4593878820546,3.04845617915103,13.2206432099379,13.23675,0.0170970080066337,""
"Sta005",0.426343743531319,0.0038826552269264,0.208376704100293,22.505289675715,3.32641397488622,13.8332838573866,13.80325,0.0183147340953621,""
"Sta005",0.431478903860952,0.00599169021778307,0.191709262921674,22.2360739738209,3.61561653305788,14.1053707639934,14.02825,0.0208835003346968,""
"SJ001",0.599789678057806,0.0418679726855708,0.132946170945485,19.4792934731979,5.21374309339206,21.0125020218995,20.999,0.0134250714177283,""
"SJ001",0.590009922192549,0.0401833239830515,0.135397795256245,19.3219606295229,5.11933875472744,20.7718129351068,20.74125,0.0128403659407752,""
"SJ001",0.571385483205735,0.0289223039748823,0.145113699743308,20.201449998261,4.77657989415236,19.6983423661716,19.67525,0.0106765142609081,""
"Sta002",0.409695671907494,0.00604320491333887,0.193208418014253,21.7465669183042,3.58756201041309,13.5916202203661,13.58125,0.0123658629775166,""
"Sta002",0.385211044537825,0.00474089448007574,0.206072536690438,21.2797977285761,3.36360774556384,12.964190486052,12.9385,0.0139278403466438,""
"Sta002",0.422633256106351,0.0068990177572804,0.184636099245581,22.1986229956201,3.75412599915254,13.8264193970978,13.76525,0.0175360665520153,""
"SJ002",0.548228973742916,0.0394633126363468,0.138933405124467,18.4017376612941,4.98906062180632,19.7883452655033,19.797,0.016659033827981,""
"SJ002",0.520743472993075,0.0285655087386225,0.153602788299649,18.5324784575077,4.51259503966655,18.8062647674166,18.823,0.0158379580569137,""
"SJ002",0.525612128524824,0.0225769203230889,0.159191943078702,19.4967907559844,4.35415993520013,18.5222941331753,18.52075,0.0121845877335253,""
"Sta003",0.379105732131002,0.00720448490521061,0.176955618925324,22.2876484111485,3.91706793358428,12.3631054629604,12.335,0.0132249250084728,""
"Sta003",0.40931316379107,0.00707831923206255,0.180927360784898,22.3294011919697,3.83107992927625,13.3350807808653,13.2875,0.0142667211432279,""
"Sta003",0.411368109557116,0.00833291792956626,0.171007301492028,22.6821320605849,4.05331921217562,13.2507681371969,13.19975,0.0171000273988979,""
