"sample","k","n0","r","t_mid","t_gen","auc_l","auc_e","sigma","note"
"Tul001",0.66192024406891,0.000811711385738265,0.363131465068803,18.4575810803634,1.90880506713626,24.1793141236743,24.12625,0.0398322609647745,""
"Tul001",0.626263216824899,0.00159327066099605,0.329136502221967,18.1427294172501,2.10595657388524,23.0712535671802,23.03875,0.0394982927277996,""
"Tul001",0.468103380188945,0.00402800242273141,0.268609457035104,17.6716652763483,2.58050177462426,17.4538552134663,17.3245,0.017149414198556,""
"Teh001",0.384708214302577,0.000662968806138715,0.383123190940789,16.6050708032216,1.80920183624977,14.7652660540235,14.744,0.0128538309951307,""
"Teh001",0.587591884100137,0.0015485609883552,0.317344312112512,18.705448263614,2.18421176653765,21.3156404098619,21.22,0.011225487941729,""
"Teh001",0.581046599799334,0.000551029146892236,0.380399227333659,18.2961721366302,1.82215717265894,21.3193759957865,21.218,0.0118507375069437,""
"Yub001",0.516121486022538,0.000102408227063018,0.556789029022936,15.3108835125961,1.24490093092584,20.4790606210807,20.46175,0.048332192197614,""
"Yub001",0.404434891059371,0.000288146970212913,0.496162479922763,14.6042132344504,1.39701651899968,16.3328403142785,16.32325,0.0125296761666957,""
"Yub001",0.519530628325168,3.45995024393212e-05,0.63597027925657,15.1214222697804,1.08990498953853,20.7128928325325,20.708,0.0480998298134471,""
"Tul002",0.51943032759673,0.000981470511887186,0.34667199137563,18.0849473050339,1.99943231009078,19.1667739734454,19.22875,0.0294528349351779,""
"Tul002",0.539963294738709,0.00612664775232362,0.225513033603659,19.8101283780113,3.07364576443132,18.9693747707316,18.8545,0.0187354363401032,""
"Tul002",0.545170137174349,0.00729258848092169,0.218331960507943,19.6983179364365,3.17473987293184,19.2074688272748,19.075,0.0193530526989452,""
"Teh002",0.399739224815777,0.00021371757773105,0.456674070909786,16.4961795660197,1.51781593200389,15.3870218485288,15.4605,0.0116534789834666,""
"Teh002",0.385916693447384,0.000456313181159808,0.410331705162909,16.4233332019497,1.68923622483608,14.8824079358565,14.92475,0.0102885092880028,""
"Teh002",0.387831153904509,0.000553841565534828,0.396382032676479,16.5245068689548,1.74868466130926,14.9167185792948,14.93275,0.00993898910011681,""
"Yub002",0.491227706436042,0.00586580092625695,0.242654601004516,18.1977005926117,2.85651777337222,18.0493464167629,17.91275,0.0196022332486334,""
"Yub002",0.484883440391212,0.00348295567363451,0.279957435522467,17.6055987162084,2.47590202155684,18.1146405348329,18.01075,0.0174973583620343,""
"Yub002",0.456087198088851,0.00204068597409998,0.323393577782339,16.7131136811783,2.14335481030013,17.4512793840016,17.39075,0.0143484102370157,""
"Tul003",0.472792840961474,0.00219359060886513,0.326410546311313,16.4469781853988,2.1235440717006,18.2161337809247,18.25875,0.0154089614385288,""
"Tul003",0.467186499771994,0.00273476159376636,0.316706706481531,16.2131501599157,2.18860910228425,18.1073672232309,18.104,0.0136723018606717,""
"Tul003",0.472534604824792,0.00193278215443582,0.334251833436769,16.4398555339517,2.07372738522635,18.2104865933465,18.2375,0.0126988273863609,""
"Yol001",0.433872517668419,0.00131059182123078,0.358093805002751,16.1947696640571,1.93565811772315,16.8285199305729,16.8295,0.00920710269537741,""
"Yol001",0.44079177187718,0.00176123986463576,0.334767656731964,16.484719533426,2.07053210374777,16.9675425046205,16.9505,0.00984058051737609,""
"Yol001",0.432232359331678,0.00317796439679849,0.299616235340509,16.3720862289217,2.31345000304204,16.6812796319225,16.61025,0.01551898379436,""
"Tul004",0.474754015611465,0.0016209574876666,0.34372923768043,16.5140436630771,2.01654996018807,18.2618934010873,18.32625,0.0179231859799599,""
"Tul004",0.447471897363576,0.000292565548597176,0.462493542779539,15.8532510518627,1.49871753104746,17.5119625442199,17.64025,0.0163808230530432,""
"Tul004",0.421759289084939,0.000423681389904671,0.434084598033156,15.9005946316328,1.59680206047532,16.4853433393811,16.582,0.0149393868294525,""
"Yol002",0.43449637117265,0.00124604001427183,0.363615448785679,16.0921247390962,1.90626438693615,16.8975547775732,16.87,0.0105671140326418,""
"Yol002",0.427933270534145,0.00229484664127346,0.312877304356116,16.6932024938617,2.21539616619494,16.3811279716666,16.3165,0.011979298835673,""
"Yol002",0.431750266012006,0.00191983986985408,0.33347387650803,16.2266053590705,2.0785651572418,16.7303391669818,16.67325,0.012313198282793,""
